week_start,iso_year,iso_week,week_index,state,district,rainfall_mm,turbidity_NTU,sanitation_index,temp_C,DO_mg_L,pH,conductivity_uS_cm,BOD_mg_L,nitrate_mg_L,fecal_coliform_MPN_100mL,total_coliform_MPN_100mL,cases_week,outbreak_label
29-11-2021,2021,48,2021-W48,Assam,Dibrugarh,2.6,5.85,0.53,26.3,2.44,7.03,299.5,25.49,4.22,2014,1186,16,High
29-11-2021,2021,48,2021-W48,Assam,Jorhat,2.9,2,0.61,37.5,3.45,6.89,136.5,4.66,4.93,1095,2641,27,High
29-11-2021,2021,48,2021-W48,Assam,Nagaon,3.6,5.74,0.82,30.8,3.06,8.41,430.2,16.41,5.28,1449,3117,15,High
29-11-2021,2021,48,2021-W48,Meghalaya,East Khasi Hills,1.4,3.02,0.59,12.2,5.26,8.53,44.6,3.58,0.51,497,1377,10,Medium
29-11-2021,2021,48,2021-W48,Meghalaya,West Khasi Hills,0.9,2.17,0.57,15.2,4.28,8.53,112.2,1.58,0.65,379,1809,6,Medium
29-11-2021,2021,48,2021-W48,Meghalaya,Ri-Bhoi,4.7,2.02,0.49,18.9,3.12,8.2,217.3,3.08,1.43,469,1361,5,Medium
29-11-2021,2021,48,2021-W48,Meghalaya,South West Garo Hills,4.7,0.5,0.67,18.4,5.99,7.12,78.3,2.22,2.08,386,1102,0,Low
29-11-2021,2021,48,2021-W48,Manipur,Imphal West,4.9,2.26,0.7,26.3,7.13,7.4,420.5,3.6,1.33,18,78,12,Medium
29-11-2021,2021,48,2021-W48,Manipur,Imphal East,8.4,2.33,0.74,28.1,6.08,7.38,135.4,4.02,0.68,19,76,2,Medium
29-11-2021,2021,48,2021-W48,Manipur,Churachandpur,8.3,3.07,0.83,26.9,7.64,7.08,355.7,3.53,0.23,23,80,2,Medium
29-11-2021,2021,48,2021-W48,Manipur,Thoubal,5.2,3.5,0.65,25.8,7.59,7.04,230.6,3.55,0.17,25,44,9,Medium
29-11-2021,2021,48,2021-W48,Mizoram,Aizawl,11.6,2.28,0.63,28.9,2.78,7.68,127.9,1.28,0.51,1014,2040,26,High
29-11-2021,2021,48,2021-W48,Mizoram,Lunglei,0.6,1.96,0.61,31.8,4.65,6.91,27.8,1.31,0.68,1090,971,23,High
29-11-2021,2021,48,2021-W48,Mizoram,Kolasib,2.4,3.2,0.34,26.4,3,6.22,205.6,1.07,0.36,798,1563,15,High
29-11-2021,2021,48,2021-W48,Mizoram,Serchhip,2.3,2.13,0.49,25.6,4.26,7.7,274.7,1.08,0.4,1050,796,19,High
29-11-2021,2021,48,2021-W48,Nagaland,Kohima,2.9,2.66,0.48,28.6,5.52,6.74,223.6,2.51,5.48,695,960,11,Medium
29-11-2021,2021,48,2021-W48,Nagaland,Dimapur,11,0.5,0.82,27.5,5.53,6.87,198.9,2.42,1.46,500,730,0,Low
29-11-2021,2021,48,2021-W48,Nagaland,Mokokchung,1.1,2.47,0.55,25.4,5.5,7.84,104,2.16,5.15,645,775,8,Medium
29-11-2021,2021,48,2021-W48,Nagaland,Wokha,0.6,1.58,0.42,24.2,5.45,7.3,192.2,2.29,3.17,778,1568,4,Medium
29-11-2021,2021,48,2021-W48,Tripura,West Tripura,7.3,1.47,0.81,29.6,5.18,6.48,218.6,1.29,0.65,34,227,0,Low
29-11-2021,2021,48,2021-W48,Tripura,North Tripura,3.1,1.38,0.57,30.7,5.13,7.72,160.9,1.66,0.83,37,246,0,Low
29-11-2021,2021,48,2021-W48,Tripura,South Tripura,1.9,1.69,0.89,20.1,4.18,6.51,150.5,1.52,0.52,28,404,0,Low
29-11-2021,2021,48,2021-W48,Tripura,Sepahijala,5.8,1.06,0.76,24.8,4.93,6.62,173.7,2.18,0.74,33,143,0,Low
29-11-2021,2021,48,2021-W48,Sikkim,East Sikkim,2.1,1.99,0.69,3.2,8.54,6.98,60.7,1.86,0.18,37,66,0,Low
29-11-2021,2021,48,2021-W48,Sikkim,North Sikkim,2.1,0.5,0.56,3.5,8.38,6.96,35.6,1.83,0.16,30,83,1,Low
29-11-2021,2021,48,2021-W48,Sikkim,West Sikkim,7.3,1.43,0.46,10.2,8.54,7.27,102,1.71,0.31,35,154,0,Low
29-11-2021,2021,48,2021-W48,Sikkim,South Sikkim,14.1,2.15,0.39,7.6,7.95,7.2,53,1.85,0.2,30,65,0,Low
29-11-2021,2021,48,2021-W48,Arunachal Pradesh,Papum Pare,5.4,4.06,0.59,19.9,4.64,7.06,129.2,3.92,1.94,944,2184,45,High
29-11-2021,2021,48,2021-W48,Arunachal Pradesh,East Kameng,3.2,2.71,0.61,19.2,6.65,6.5,215,2.39,3.28,854,2106,5,Medium
29-11-2021,2021,48,2021-W48,Arunachal Pradesh,West Siang,5.1,3.11,0.52,26.1,4.39,6.58,278.8,2.51,1.58,1864,2506,23,High
29-11-2021,2021,48,2021-W48,Arunachal Pradesh,Tawang,7.7,3.55,0.52,21.2,5.05,7.68,44,3.08,1.56,641,2252,20,High
06-12-2021,2021,49,2021-W49,Assam,Kamrup Metro,4.1,2.04,0.62,20.3,6.85,8.3,124,5.74,1.72,963,2046,36,High
06-12-2021,2021,49,2021-W49,Assam,Dibrugarh,16.9,2.89,0.64,37.1,6.17,7.18,287.7,7.84,3.23,1563,3018,24,High
06-12-2021,2021,49,2021-W49,Assam,Jorhat,10.2,5.49,0.66,27.7,3.62,7.65,297.2,16.19,5.56,2077,2564,18,High
06-12-2021,2021,49,2021-W49,Assam,Nagaon,3.2,5.63,0.73,27.7,6.67,7.73,83.5,15.69,4.21,1511,1476,28,High
06-12-2021,2021,49,2021-W49,Meghalaya,East Khasi Hills,6.4,2.71,0.55,19,7.88,8.42,108.2,3.87,1.5,341,1043,11,Medium
06-12-2021,2021,49,2021-W49,Meghalaya,West Khasi Hills,6,2.64,0.7,16.4,3.29,6.66,151.8,1.26,3.22,239,1128,0,Low
06-12-2021,2021,49,2021-W49,Meghalaya,Ri-Bhoi,9.6,4.26,0.57,13.6,3.53,8.33,175.2,3.16,4.94,283,1333,5,Medium
06-12-2021,2021,49,2021-W49,Meghalaya,South West Garo Hills,1.8,0.74,0.62,20.5,6.23,7.96,71.6,1.77,3.48,256,1471,0,Low
06-12-2021,2021,49,2021-W49,Manipur,Imphal West,6.5,0.5,0.42,27.8,6.26,7.58,336.6,3.67,1.09,19,107,6,Medium
06-12-2021,2021,49,2021-W49,Manipur,Imphal East,3.5,0.89,0.54,25.3,7.48,7.78,220.9,3.07,0.09,23,88,4,Medium
06-12-2021,2021,49,2021-W49,Manipur,Churachandpur,1.8,1.32,0.52,20.2,7.67,7.56,138.8,3.15,0.29,13,77,3,Medium
06-12-2021,2021,49,2021-W49,Manipur,Thoubal,0.9,0.73,0.68,20.8,7.74,7.36,125.3,3.08,0.36,24,94,1,Medium
06-12-2021,2021,49,2021-W49,Mizoram,Aizawl,16.7,3.63,0.4,25.2,4.03,6.43,147.6,1.46,0.58,2035,423,44,High
06-12-2021,2021,49,2021-W49,Mizoram,Lunglei,3.1,1.31,0.43,26.5,3.45,7.71,212.8,1.66,0.78,491,701,0,Low
06-12-2021,2021,49,2021-W49,Mizoram,Kolasib,8.2,0.52,0.63,23.5,3.82,7.83,279.1,1.65,0.54,1295,652,18,High
06-12-2021,2021,49,2021-W49,Mizoram,Serchhip,11,3.14,0.76,26.3,4.78,6.31,228.1,1.68,0.41,1503,564,21,High
06-12-2021,2021,49,2021-W49,Nagaland,Kohima,10.8,3.17,0.54,25.2,5.61,7.73,168.1,2.56,3.45,463,454,0,Low
06-12-2021,2021,49,2021-W49,Nagaland,Dimapur,6.8,1.79,0.39,29.9,5.61,7.14,207.6,1.04,3.37,444,1039,0,Low
06-12-2021,2021,49,2021-W49,Nagaland,Mokokchung,1.5,2.04,0.44,33.4,5.5,7.28,200.4,2.02,5.44,648,911,7,Medium
06-12-2021,2021,49,2021-W49,Nagaland,Wokha,2.8,0.76,0.79,33,5.68,7.73,127.5,2.3,4.66,435,1243,0,Low
06-12-2021,2021,49,2021-W49,Tripura,West Tripura,6.6,0.6,0.68,26,4.39,7.39,171.1,1.54,0.56,34,224,0,Low
06-12-2021,2021,49,2021-W49,Tripura,North Tripura,5,1.96,0.41,30.8,4.77,7.68,206.4,1.1,0.64,33,175,0,Low
06-12-2021,2021,49,2021-W49,Tripura,South Tripura,1.7,1.85,0.62,28.3,4.25,7.06,179.7,1.69,0.78,31,278,0,Low
06-12-2021,2021,49,2021-W49,Tripura,Sepahijala,3.8,2.47,0.67,26.5,4.94,7.53,147.7,1.69,0.55,37,284,0,Low
06-12-2021,2021,49,2021-W49,Sikkim,East Sikkim,3.1,1.79,0.54,9.7,7.92,7.34,100.3,1.79,0.04,33,97,0,Low
06-12-2021,2021,49,2021-W49,Sikkim,North Sikkim,18,1.6,0.54,9.9,7.98,6.82,66.1,1.76,0.39,34,63,0,Low
06-12-2021,2021,49,2021-W49,Sikkim,West Sikkim,15.5,0.5,0.58,10.4,8.4,7.11,98.8,1.84,0.35,23,130,0,Low
06-12-2021,2021,49,2021-W49,Sikkim,South Sikkim,8.1,1.34,0.69,12.7,8.44,7.18,123.8,1.76,0.37,10,88,0,Low
06-12-2021,2021,49,2021-W49,Arunachal Pradesh,Papum Pare,3.3,0.5,0.7,21.4,6.2,8.14,89.1,1.15,1.67,850,1519,12,Medium
06-12-2021,2021,49,2021-W49,Arunachal Pradesh,East Kameng,4,4.56,0.66,32.7,7.47,7.54,146.2,3.61,2.97,1711,627,27,High
06-12-2021,2021,49,2021-W49,Arunachal Pradesh,West Siang,2.1,2.58,0.65,26.3,6.12,6.28,248.8,1.7,3.92,1341,2024,7,Medium
06-12-2021,2021,49,2021-W49,Arunachal Pradesh,Tawang,3.4,2.08,0.49,19.7,5.31,7.34,117.2,2.35,0.51,1573,1682,6,Medium
13-12-2021,2021,50,2021-W50,Assam,Kamrup Metro,5.2,5.49,0.68,24.7,6.48,7.66,151.4,18.35,2.13,1426,2358,41,High
13-12-2021,2021,50,2021-W50,Assam,Dibrugarh,4.4,4.39,0.77,20.5,7.04,8.09,344.5,11.06,1.98,1349,2499,30,High
13-12-2021,2021,50,2021-W50,Assam,Jorhat,1.1,3.43,0.64,28.9,3.29,7.19,157,6.02,2.93,980,2487,18,High
13-12-2021,2021,50,2021-W50,Assam,Nagaon,1.1,4.05,0.81,25,3.32,8.28,100.4,16.13,4.83,1066,2475,21,High
13-12-2021,2021,50,2021-W50,Meghalaya,East Khasi Hills,8.1,2.65,0.68,20.2,5.01,8.55,33.9,2.7,4.05,476,989,0,Low
13-12-2021,2021,50,2021-W50,Meghalaya,West Khasi Hills,3.7,0.58,0.55,13.3,2.85,6.54,80.4,2.05,0.7,328,1640,0,Low
13-12-2021,2021,50,2021-W50,Meghalaya,Ri-Bhoi,3.1,2.33,0.71,16.5,4.7,6.54,72.3,2.41,3.81,86,727,1,Low
13-12-2021,2021,50,2021-W50,Meghalaya,South West Garo Hills,4,1.24,0.79,12.5,3.03,8.59,150,2.96,3.82,372,1229,6,Medium
13-12-2021,2021,50,2021-W50,Manipur,Imphal West,2.9,1.45,0.65,21.5,6,7.32,362.9,4,0.54,30,83,13,Medium
13-12-2021,2021,50,2021-W50,Manipur,Imphal East,5.8,1.34,0.76,26.9,7.63,7.71,330.6,3.56,0.52,19,53,7,Medium
13-12-2021,2021,50,2021-W50,Manipur,Churachandpur,3,1.73,0.84,27.8,6.36,7.37,349.1,3.33,1.04,26,63,6,Medium
13-12-2021,2021,50,2021-W50,Manipur,Thoubal,2.5,1.42,0.75,28.6,6.03,7.78,320,3.45,1.18,12,75,4,Medium
13-12-2021,2021,50,2021-W50,Mizoram,Aizawl,2.6,0.8,0.54,26.1,3.31,7.88,112.8,1.41,0.5,1010,1556,48,High
13-12-2021,2021,50,2021-W50,Mizoram,Lunglei,8.1,1.82,0.58,28.1,4.13,6.93,171.1,1.12,0.71,1080,1436,29,High
13-12-2021,2021,50,2021-W50,Mizoram,Kolasib,13.4,1.11,0.62,29.3,3.61,7.47,258.7,1.68,0.63,920,615,26,High
13-12-2021,2021,50,2021-W50,Mizoram,Serchhip,1.3,3.45,0.48,23.7,3.83,8.12,240.8,1.04,0.7,946,1750,24,High
13-12-2021,2021,50,2021-W50,Nagaland,Kohima,13.3,0.5,0.42,34.8,5.59,7.01,182.7,2.44,1.73,787,767,8,Medium
13-12-2021,2021,50,2021-W50,Nagaland,Dimapur,2,2.21,0.6,23.3,5.68,7.38,182.4,1.06,5.2,510,993,9,Medium
13-12-2021,2021,50,2021-W50,Nagaland,Mokokchung,4.1,2.22,0.54,33.7,5.49,7.32,115.5,2.41,1.94,276,980,0,Low
13-12-2021,2021,50,2021-W50,Nagaland,Wokha,6.1,1.61,0.35,34.1,5.65,7.71,180.5,1.94,1.63,399,1146,0,Low
13-12-2021,2021,50,2021-W50,Tripura,West Tripura,4.9,1.04,0.49,21.9,5.02,6.67,196.6,1.38,0.79,33,224,1,Low
13-12-2021,2021,50,2021-W50,Tripura,North Tripura,2.4,1.7,0.63,30.3,4.85,7.65,221.7,1.6,0.86,33,168,0,Low
13-12-2021,2021,50,2021-W50,Tripura,South Tripura,1,1.14,0.44,25.1,4.17,7.44,213.6,1.89,0.8,31,304,1,Low
13-12-2021,2021,50,2021-W50,Tripura,Sepahijala,2.7,1.47,0.65,22.5,5.33,7.25,206.6,1.83,0.72,40,254,0,Low
13-12-2021,2021,50,2021-W50,Sikkim,East Sikkim,3.7,0.5,0.46,12.5,8.22,7.08,61.3,1.7,0.01,20,56,1,Low
13-12-2021,2021,50,2021-W50,Sikkim,North Sikkim,6.7,1.33,0.52,11.7,7.95,7.08,35.6,1.82,0.44,17,76,0,Low
13-12-2021,2021,50,2021-W50,Sikkim,West Sikkim,6.2,1.44,0.71,4.6,8.18,7.05,49.6,1.76,0.39,30,135,0,Low
13-12-2021,2021,50,2021-W50,Sikkim,South Sikkim,3.3,0.5,0.64,9.1,8.06,7.12,30.7,1.74,0.42,14,62,0,Low
13-12-2021,2021,50,2021-W50,Arunachal Pradesh,Papum Pare,7.6,1.92,0.46,28.7,5.55,6.23,242.7,1.3,3.06,728,3836,11,Medium
13-12-2021,2021,50,2021-W50,Arunachal Pradesh,East Kameng,5.2,0.75,0.67,28.6,4.61,7.23,240.2,2.57,2.02,724,898,26,High
13-12-2021,2021,50,2021-W50,Arunachal Pradesh,West Siang,3.4,3.29,0.49,18,5.66,6.58,62.3,2.54,0.78,975,1260,2,Medium
13-12-2021,2021,50,2021-W50,Arunachal Pradesh,Tawang,0.6,1.62,0.47,22.1,5.91,7.83,80.7,1.39,2.77,1208,3906,4,Medium
20-12-2021,2021,51,2021-W51,Assam,Kamrup Metro,6.3,1.78,0.56,27.5,2.85,8.35,71.9,3.03,3.34,1568,1066,23,High
20-12-2021,2021,51,2021-W51,Assam,Dibrugarh,1.7,4.25,0.48,36.9,0.46,6.93,393.8,4.77,1.49,1219,1548,18,High
20-12-2021,2021,51,2021-W51,Assam,Jorhat,12.3,2.18,0.51,34.5,7.64,8.33,320.2,8.17,4.84,1600,993,16,High
20-12-2021,2021,51,2021-W51,Assam,Nagaon,4.5,5.81,0.67,33.2,1.47,8.4,353.4,13.23,2.69,1904,2152,20,High
20-12-2021,2021,51,2021-W51,Meghalaya,East Khasi Hills,6.8,2.12,0.2,13.7,4.7,7.88,153.6,3.12,3.23,413,1537,4,Medium
20-12-2021,2021,51,2021-W51,Meghalaya,West Khasi Hills,0.8,3.19,0.52,15,2.74,7.35,213.7,2.02,2.97,456,1415,0,Low
20-12-2021,2021,51,2021-W51,Meghalaya,Ri-Bhoi,18.2,1.8,0.67,13,5.71,8.05,169.6,2.73,3.43,448,1224,0,Low
20-12-2021,2021,51,2021-W51,Meghalaya,South West Garo Hills,1.5,1.45,0.7,14.1,7.09,6.72,58.9,3.55,1.79,242,1057,4,Medium
20-12-2021,2021,51,2021-W51,Manipur,Imphal West,1.5,1.8,0.64,22.9,6.79,7.63,334,4.08,1.48,22,53,3,Medium
20-12-2021,2021,51,2021-W51,Manipur,Imphal East,0.8,2.34,0.7,22.4,7.12,7.4,401.9,4.01,1.36,26,113,2,Medium
20-12-2021,2021,51,2021-W51,Manipur,Churachandpur,10.9,1.46,0.64,26.9,7.65,7.43,120.6,3.63,1.14,18,73,4,Medium
20-12-2021,2021,51,2021-W51,Manipur,Thoubal,2.9,2.05,0.95,25.1,7.62,7.17,240.9,3.74,0.07,14,79,4,Medium
20-12-2021,2021,51,2021-W51,Mizoram,Aizawl,2.8,1.75,0.79,25.2,4.49,7.26,271.7,1.7,0.45,1016,1061,39,High
20-12-2021,2021,51,2021-W51,Mizoram,Lunglei,3.4,2.99,0.61,26.7,4.45,5.7,68.5,1.34,0.33,697,1673,23,High
20-12-2021,2021,51,2021-W51,Mizoram,Kolasib,7.8,2.61,0.52,26.3,3.37,6.63,118.5,1.45,0.5,1319,1549,20,High
20-12-2021,2021,51,2021-W51,Mizoram,Serchhip,4.4,1.89,0.75,26.3,3.69,6.53,181,1.65,0.33,1635,1394,21,High
20-12-2021,2021,51,2021-W51,Nagaland,Kohima,3.7,2.76,0.74,28.5,5.44,7.79,229.7,2.59,6.33,405,434,0,Low
20-12-2021,2021,51,2021-W51,Nagaland,Dimapur,8.9,1.95,0.76,29.5,5.65,7.81,199.4,2.45,5.63,715,945,4,Medium
20-12-2021,2021,51,2021-W51,Nagaland,Mokokchung,8,2.62,0.57,24.3,5.57,7.1,198.9,2.28,4.15,260,1638,0,Low
20-12-2021,2021,51,2021-W51,Nagaland,Wokha,5.2,1.66,0.68,33.8,5.6,7.23,173.4,1.56,5.11,536,1119,8,Medium
20-12-2021,2021,51,2021-W51,Tripura,West Tripura,11.6,0.5,0.37,28.5,4.67,7.05,176,1.55,0.68,30,112,1,Low
20-12-2021,2021,51,2021-W51,Tripura,North Tripura,0.9,1.16,0.46,24.8,4.85,6.81,125.1,1.39,0.5,30,312,0,Low
20-12-2021,2021,51,2021-W51,Tripura,South Tripura,2.8,2.26,0.6,26.9,5.27,7.1,208.6,1.1,0.65,32,259,0,Low
20-12-2021,2021,51,2021-W51,Tripura,Sepahijala,1.5,2.1,0.38,24.3,4.72,6.91,139.4,1.73,0.77,33,224,0,Low
20-12-2021,2021,51,2021-W51,Sikkim,East Sikkim,5.2,1.38,0.69,9.5,8.59,6.86,75.8,1.87,0.46,15,101,0,Low
20-12-2021,2021,51,2021-W51,Sikkim,North Sikkim,5.2,1.56,0.6,2.1,8.26,6.9,67.2,1.75,0.11,15,108,0,Low
20-12-2021,2021,51,2021-W51,Sikkim,West Sikkim,19.4,1.03,0.77,8.6,8.07,6.89,83.1,1.77,0.07,23,56,0,Low
20-12-2021,2021,51,2021-W51,Sikkim,South Sikkim,7.4,1.43,0.73,11.3,8.29,7.27,63.2,1.89,0.32,28,117,0,Low
20-12-2021,2021,51,2021-W51,Arunachal Pradesh,Papum Pare,2.5,4.74,0.56,30.5,5.15,7.96,133.8,3.14,2.58,1101,2160,30,High
20-12-2021,2021,51,2021-W51,Arunachal Pradesh,East Kameng,7.8,0.5,0.46,21.8,5.72,7.06,149.1,1.17,3.47,1027,1580,5,Medium
20-12-2021,2021,51,2021-W51,Arunachal Pradesh,West Siang,12.1,0.5,0.44,27.5,7.72,7.29,182,2.92,0.61,907,1998,5,Medium
20-12-2021,2021,51,2021-W51,Arunachal Pradesh,Tawang,3.3,1.98,0.53,33.1,4.32,6.95,221.5,3.55,2.94,980,2039,25,High
27-12-2021,2021,52,2021-W52,Assam,Kamrup Metro,1.2,2.25,0.37,20.3,2.77,7.34,422.7,2.85,3.8,1874,2639,38,High
27-12-2021,2021,52,2021-W52,Assam,Dibrugarh,0.4,3.31,0.37,32.9,8.25,8.31,180.2,4.24,2.42,1478,2035,23,High
27-12-2021,2021,52,2021-W52,Assam,Jorhat,1.4,2.08,0.32,30.2,5.61,7.74,456.2,2.7,4.21,1512,2291,2,Medium
27-12-2021,2021,52,2021-W52,Assam,Nagaon,0.2,1.08,0.36,34.3,3.72,7.74,173,2.18,2.81,2181,2476,23,High
27-12-2021,2021,52,2021-W52,Meghalaya,East Khasi Hills,13.7,2.15,0.84,16.1,4.81,8.57,200.1,3.5,2.34,196,766,41,High
27-12-2021,2021,52,2021-W52,Meghalaya,West Khasi Hills,3.4,1.79,0.64,15.2,3.6,8.46,73.4,3.08,1.4,360,1468,5,Medium
27-12-2021,2021,52,2021-W52,Meghalaya,Ri-Bhoi,6.6,0.76,0.66,13.3,4.22,7.41,45.6,3.79,3.8,191,596,10,Medium
27-12-2021,2021,52,2021-W52,Meghalaya,South West Garo Hills,2.6,3.06,0.5,17.8,7.79,6.84,182.6,2.58,3.32,287,1056,0,Low
27-12-2021,2021,52,2021-W52,Manipur,Imphal West,0.8,2.33,0.41,19.4,6.31,7.22,304.5,3.64,1.43,14,66,10,Medium
27-12-2021,2021,52,2021-W52,Manipur,Imphal East,11.4,1.24,0.52,26.2,6.81,7.11,402,3.61,0.5,24,94,7,Medium
27-12-2021,2021,52,2021-W52,Manipur,Churachandpur,2.3,3.1,0.64,23.1,6.55,7.21,462.2,3.68,1.33,10,89,5,Medium
27-12-2021,2021,52,2021-W52,Manipur,Thoubal,4.4,3.2,0.33,27.3,6.84,7.01,259.5,2.99,0.97,32,55,0,Low
27-12-2021,2021,52,2021-W52,Mizoram,Aizawl,1.9,1.79,0.78,31,2.89,7.02,222.9,1.25,0.53,863,1011,41,High
27-12-2021,2021,52,2021-W52,Mizoram,Lunglei,6.1,1.77,0.57,22.6,4.75,8.02,35.7,1.36,0.72,1322,1084,28,High
27-12-2021,2021,52,2021-W52,Mizoram,Kolasib,6.5,1.72,0.73,27.7,3.18,7.57,148.9,1.34,0.6,1207,880,19,High
27-12-2021,2021,52,2021-W52,Mizoram,Serchhip,19.1,5.07,0.71,27.8,2.81,6.15,275.2,1.5,0.79,1019,1610,33,High
27-12-2021,2021,52,2021-W52,Nagaland,Kohima,8.1,3.58,0.45,22,5.52,6.65,129.7,2.67,3.13,649,1238,5,Medium
27-12-2021,2021,52,2021-W52,Nagaland,Dimapur,14.1,3.59,0.45,33.5,5.52,7.48,221,1.66,2.77,204,1134,0,Low
27-12-2021,2021,52,2021-W52,Nagaland,Mokokchung,5.9,3.49,0.4,34.5,5.6,7.4,165.8,2.24,6.45,866,812,2,Medium
27-12-2021,2021,52,2021-W52,Nagaland,Wokha,1.5,2.55,0.62,34.4,5.56,7.04,230.6,1,1.05,419,1087,0,Low
27-12-2021,2021,52,2021-W52,Tripura,West Tripura,3.6,2.79,0.53,29.2,4.68,7.62,125.5,1.39,0.69,39,177,0,Low
27-12-2021,2021,52,2021-W52,Tripura,North Tripura,10.7,0.5,0.65,27.9,5.34,7.36,179.5,1.23,0.52,31,304,0,Low
27-12-2021,2021,52,2021-W52,Tripura,South Tripura,4.4,1.92,0.78,21.5,4.55,7.18,172.4,2.2,0.73,34,212,0,Low
27-12-2021,2021,52,2021-W52,Tripura,Sepahijala,11.8,1.6,0.53,28.6,4.51,6.78,225.9,2.38,0.63,32,198,0,Low
27-12-2021,2021,52,2021-W52,Sikkim,East Sikkim,4.6,3.19,0.36,13.3,8.2,7.17,120.7,1.7,0.19,37,126,0,Low
27-12-2021,2021,52,2021-W52,Sikkim,North Sikkim,1.5,1.08,0.67,10,8.59,7.35,99.5,1.74,0.06,36,74,0,Low
27-12-2021,2021,52,2021-W52,Sikkim,West Sikkim,13.9,1.14,0.46,12.6,8.01,6.91,86.3,1.81,0.43,41,115,0,Low
27-12-2021,2021,52,2021-W52,Sikkim,South Sikkim,1.2,1.25,0.4,7,8.33,7.1,100.4,1.78,0.5,19,74,1,Low
27-12-2021,2021,52,2021-W52,Arunachal Pradesh,Papum Pare,6.7,2.4,0.68,31.7,4.42,7.83,281.7,2.62,2.15,1463,2218,49,High
27-12-2021,2021,52,2021-W52,Arunachal Pradesh,East Kameng,16.2,1.17,0.41,33.7,6.22,7.95,183.2,1.44,3.5,1096,863,9,Medium
27-12-2021,2021,52,2021-W52,Arunachal Pradesh,West Siang,10.3,2.8,0.82,20.3,7.1,7.75,49.7,2.06,1.15,906,1842,6,Medium
27-12-2021,2021,52,2021-W52,Arunachal Pradesh,Tawang,8.8,2.82,0.6,27.6,7.69,6.22,126.4,1.08,0.48,568,2752,4,Medium
03-01-2022,2022,1,2022-W01,Assam,Kamrup Metro,3.8,6.21,0.51,31,5.74,6.86,344.1,25.65,4.64,1084,1663,29,High
03-01-2022,2022,1,2022-W01,Assam,Dibrugarh,0.9,8.54,0.37,33.7,1.46,8.1,202.1,24.28,5.53,1471,3845,20,High
03-01-2022,2022,1,2022-W01,Assam,Jorhat,12.8,4.69,0.76,30.1,6.21,6.55,278.3,13.35,4.69,1377,1921,19,High
03-01-2022,2022,1,2022-W01,Assam,Nagaon,0.9,4.66,0.7,33.5,6.04,7.38,171.5,7.52,2.2,2188,2480,21,High
03-01-2022,2022,1,2022-W01,Meghalaya,East Khasi Hills,1.4,3.26,0.65,18.5,6.5,7.13,182.3,2.17,3,336,1555,0,Low
03-01-2022,2022,1,2022-W01,Meghalaya,West Khasi Hills,12.8,0.62,0.62,13.9,3.01,8.35,134.4,2.02,1.74,403,1541,1,Low
03-01-2022,2022,1,2022-W01,Meghalaya,Ri-Bhoi,2,1.18,0.64,15.8,3.5,7.33,154.8,2.43,1.81,381,1833,0,Low
03-01-2022,2022,1,2022-W01,Meghalaya,South West Garo Hills,6.9,2.25,0.8,20.2,3.38,8.51,92.2,3.63,4.45,559,1274,21,High
03-01-2022,2022,1,2022-W01,Manipur,Imphal West,7.5,0.5,0.75,28.1,7.21,7.66,325,3.03,0.38,19,86,9,Medium
03-01-2022,2022,1,2022-W01,Manipur,Imphal East,3.9,0.5,0.49,25,6.38,7.14,187.8,3.97,1.2,21,32,7,Medium
03-01-2022,2022,1,2022-W01,Manipur,Churachandpur,5.5,1.85,0.62,28.8,6.67,7.33,379,3.05,0.97,29,26,5,Medium
03-01-2022,2022,1,2022-W01,Manipur,Thoubal,0.5,1.46,0.78,23.6,6.13,7.27,445.7,3.89,1.14,19,92,5,Medium
03-01-2022,2022,1,2022-W01,Mizoram,Aizawl,2.2,1.3,0.76,31.9,3.8,6.72,79.5,1.62,0.47,1389,1089,34,High
03-01-2022,2022,1,2022-W01,Mizoram,Lunglei,3.8,1.47,0.84,23.6,2.77,6.38,241,1.43,0.75,369,1189,7,Medium
03-01-2022,2022,1,2022-W01,Mizoram,Kolasib,4.2,3.59,0.76,28,4.6,7.36,110.9,1.14,0.36,1550,1485,18,High
03-01-2022,2022,1,2022-W01,Mizoram,Serchhip,2.7,2.79,0.62,24.5,3.45,8,86.9,1.5,0.51,886,948,20,High
03-01-2022,2022,1,2022-W01,Nagaland,Kohima,8.5,2.07,0.68,33.5,5.57,7,140.8,1.62,2.65,462,1182,0,Low
03-01-2022,2022,1,2022-W01,Nagaland,Dimapur,2.7,0.84,0.67,27.5,5.54,7.06,229.9,2.22,2.19,416,1004,0,Low
03-01-2022,2022,1,2022-W01,Nagaland,Mokokchung,8.5,3.55,0.82,26.7,5.48,7.25,223.4,2.12,2.22,347,987,0,Low
03-01-2022,2022,1,2022-W01,Nagaland,Wokha,1.1,2.32,0.62,26.7,5.41,7.31,212.9,1.11,3.24,276,690,0,Low
03-01-2022,2022,1,2022-W01,Tripura,West Tripura,0.4,1.61,0.71,30.2,4.74,7.3,153.7,1.97,0.77,29,365,0,Low
03-01-2022,2022,1,2022-W01,Tripura,North Tripura,2,2.39,0.47,23.8,4.39,6.72,125.2,1.57,0.6,30,194,0,Low
03-01-2022,2022,1,2022-W01,Tripura,South Tripura,4.7,2.19,0.51,30.8,5.07,7.36,184.3,2.28,0.53,32,281,0,Low
